1	1	0.0
2	1	-0.6931471805599453
3	1	-1.0986122886681098
4	2	-0.6931471805599453
5	2	-0.916290731874155
6	2	-1.0986122886681098
7	2	-1.252762968495368
8	3	-0.9808292530117262
9	4	-0.8109302162163288
10	4	-0.916290731874155
11	4	-1.0116009116784799
12	5	-0.8754687373538999
13	6	-0.7731898882334817
14	6	-0.8472978603872037
15	6	-0.916290731874155
16	8	-0.6931471805599453
17	9	-0.6359887667199967
18	9	-0.6931471805599453
19	10	-0.6418538861723948
20	11	-0.5978370007556204
21	12	-0.5596157879354228
22	13	-0.5260930958967791
23	13	-0.570544858467613
24	14	-0.5389965007326869
25	19	-0.2744368457017603
26	20	-0.262364264467491
27	20	-0.30010459245033816
28	23	-0.19671029424605427
29	25	-0.14842000511827333
30	26	-0.1431008436406733
31	27	-0.13815033848081718
32	29	-0.09844007281325252
33	32	-0.03077165866675366
34	33	-0.02985296314968116
35	35	0.0
36	38	0.05406722127027579
37	41	0.10265415406008337
38	43	0.12361395596717663
39	44	0.12062798778861472
40	47	0.16126814759612232
41	59	0.3639653772014116
42	62	0.3894647667617233
43	63	0.38193461069797024
44	69	0.44991687067899816
45	73	0.4837969513780714
46	77	0.5151640253645889
47	80	0.531879032963823
48	84	0.5596157879354227
49	91	0.6190392084062235
50	97	0.6626879730752367
51	102	0.6931471805599453
52	106	0.7121953755306397
53	114	0.7659065348423736
54	119	0.790139446547255
55	123	0.8048511701399466
56	129	0.8344607136265229
57	138	0.8842024173226545
58	145	0.9162907318741551
59	148	0.9196748298583955
60	157	0.9619012431262074
61	182	1.0931328229034842
62	191	1.1251390430015382
63	196	1.1349799328389845
64	208	1.1786549963416462
65	220	1.2192402764567245
66	237	1.2784053991087057
67	246	1.3006389165413967
68	255	1.3217558399823195
69	271	1.3680123162824416
70	281	1.3898594272843867
71	292	1.4140739252269663
72	304	1.4403615823901663
73	322	1.4840921043960171
74	336	1.5130460667590344
75	347	1.5318366664105487
76	365	1.5691640132961604
77	388	1.6171999177695897
78	406	1.6496443329121409
79	417	1.66363836933178
80	437	1.6979065604217085
81	457	1.730234236221766
82	477	1.7607972436240882
83	494	1.7836949093913246
84	510	1.8035939268750578
85	572	1.9064877348894815
86	595	1.934214109292122
