20	566	408	24	2	0	0
30	682	311	6	1	0	0
40	788	212	0	0	0	0
50	844	156	0	0	0	0
60	864	136	0	0	0	0
70	898	102	0	0	0	0
80	916	84	0	0	0	0
90	939	61	0	0	0	0
100	949	51	0	0	0	0
